record_id,governorate,city,region,year,month,date,latitude,longitude,utm32_easting,utm32_northing,population_density,urban_index,temperature_c,rainfall_mm,humidity_pct,ndvi_score,drought_pressure_score,electricity_pressure_score,tourism_pressure_score,observed_index,data_nature,observed_lag_1,observed_lag_2,observed_lag_3,observed_lag_6,observed_lag_12,rolling_mean_3,rolling_mean_6,target_stage1_tabular_score,target_stage2_lstm_score,lstm_tourism_next_3m
EX23_Kef_2025_07,Kef,Le Kef,Nord-Ouest,2025,7,2025-07-15,36.168933,8.762686,478657.14,4002711.94,80,35.0,34.17,0.89,49.26,26.47,100.0,73.54,37.63,38.76,données du projet,38.89,18.87,8.31,10.13,40.23,22.02333333333333,17.49,53.64,34.99,34.99
EX23_Kef_2025_08,Kef,Le Kef,Nord-Ouest,2025,8,2025-08-15,36.137315,8.690862,472186.48,3999223.09,80,35.0,33.56,0.0,47.39,27.5,88.38,65.74,46.58,43.9,données du projet,38.76,38.89,18.87,7.61,46.18,32.173333333333325,22.261666666666667,45.07,29.99,29.99
EX23_Kef_2025_09,Kef,Le Kef,Nord-Ouest,2025,9,2025-09-15,36.16894,8.691543,472258.87,4002730.74,80,35.0,26.75,21.65,54.35,30.14,80.56,60.84,42.71,45.65,données du projet,43.9,38.76,38.89,21.13,48.34,40.51666666666666,28.31,25.72,14.42,14.42
EX23_Mahdia_2017_01,Mahdia,Mahdia,Centre-Est,2017,1,2017-01-15,35.493709,11.010383,682354.38,3929653.73,300,62.0,15.11,88.45,75.26,70.6,31.53,68.07,43.6,39.39,données du projet,44.07,48.64,52.43,87.82,43.02,48.379999999999995,64.505,41.79,46.73,46.73
EX23_Mahdia_2017_02,Mahdia,Mahdia,Centre-Est,2017,2,2017-02-15,35.459046,11.046714,685730.03,3925876.38,300,62.0,16.98,81.61,79.12,68.0,28.09,78.29,54.22,45.71,données du projet,39.39,44.07,48.64,82.22,37.1,44.033333333333324,56.43333333333333,24.23,51.56,51.56
EX23_Mahdia_2017_03,Mahdia,Mahdia,Centre-Est,2017,3,2017-03-15,35.511934,11.096775,690148.83,3931838.57,300,62.0,19.03,62.18,73.01,67.09,30.63,66.14,54.35,49.47,données du projet,45.71,39.39,44.07,71.85,49.39,43.056666666666665,50.348333333333336,41.53,55.94,55.94
EX23_Mahdia_2017_04,Mahdia,Mahdia,Centre-Est,2017,4,2017-04-15,35.484527,11.020988,683337.36,3928654.84,300,62.0,24.3,43.64,67.31,54.73,50.49,72.76,52.9,47.2,données du projet,49.47,45.71,39.39,52.43,41.34,44.856666666666655,46.61833333333333,72.33,64.9,64.9
EX23_Mahdia_2017_05,Mahdia,Mahdia,Centre-Est,2017,5,2017-05-15,35.535007,11.081255,688687.14,3934368.27,300,62.0,28.22,19.21,60.01,54.92,66.04,75.83,57.51,55.48,données du projet,47.2,49.47,45.71,48.64,52.55,47.45999999999999,45.74666666666666,90.56,73.63,73.63
EX23_Mahdia_2017_06,Mahdia,Mahdia,Centre-Est,2017,6,2017-06-15,35.428033,11.082214,689024.51,3922503.51,300,62.0,35.28,9.41,65.39,41.52,79.52,85.57,74.81,69.22,données du projet,55.48,47.2,49.47,44.07,69.49,50.71666666666666,46.88666666666666,72.7,69.95,69.95
EX23_Mahdia_2017_07,Mahdia,Mahdia,Centre-Est,2017,7,2017-07-15,35.449891,11.080705,688836.39,3924925.36,300,62.0,34.91,45.49,46.96,32.21,84.35,76.97,72.61,72.41,données du projet,69.22,55.48,47.2,39.39,87.82,57.29999999999999,51.07833333333334,63.59,67.18,67.18
EX23_Mahdia_2017_08,Mahdia,Mahdia,Centre-Est,2017,8,2017-08-15,35.430158,11.072031,688094.98,3922719.82,300,62.0,36.28,24.62,49.78,40.81,92.0,84.71,80.25,77.56,données du projet,72.41,69.22,55.48,45.71,82.22,65.70333333333332,56.58166666666667,64.91,59.09,59.09
EX23_Mahdia_2017_09,Mahdia,Mahdia,Centre-Est,2017,9,2017-09-15,35.530762,11.014312,682626.87,3933771.15,300,62.0,27.42,17.1,65.47,59.08,82.72,77.26,54.35,61.24,données du projet,77.56,72.41,69.22,49.47,71.85,73.06333333333332,61.88999999999999,47.27,53.99,53.99
EX23_Mahdia_2017_10,Mahdia,Mahdia,Centre-Est,2017,10,2017-10-15,35.56849,11.046893,685494.2,3938017.17,300,62.0,24.36,67.01,70.75,59.56,46.91,65.85,60.75,59.41,données du projet,61.24,77.56,72.41,47.2,52.43,70.40333333333332,63.85166666666667,51.07,55.67,55.67
EX23_Mahdia_2017_11,Mahdia,Mahdia,Centre-Est,2017,11,2017-11-15,35.470768,11.075804,688342.86,3927231.79,300,62.0,20.89,112.05,83.33,65.03,7.77,72.33,45.61,50.06,données du projet,59.41,61.24,77.56,55.48,48.64,66.06999999999998,65.88666666666666,59.65,64.38,64.38
EX23_Mahdia_2017_12,Mahdia,Mahdia,Centre-Est,2017,12,2017-12-15,35.533271,11.102219,690592.14,3934215.96,300,62.0,15.38,80.21,83.3,69.12,9.74,60.32,66.43,61.38,données du projet,50.06,59.41,61.24,69.22,44.07,56.90333333333333,64.98333333333333,59.96,56.45,56.45
EX23_Mahdia_2018_01,Mahdia,Mahdia,Centre-Est,2018,1,2018-01-15,35.545483,11.079482,688501.79,3935526.89,300,62.0,13.38,79.24,73.59,65.55,24.07,57.29,57.74,62.43,données du projet,61.38,50.06,59.41,72.41,39.39,56.94999999999999,63.676666666666655,40.66,58.71,58.71
EX23_Mahdia_2018_02,Mahdia,Mahdia,Centre-Est,2018,2,2018-02-15,35.536041,11.046665,685548.4,3934417.2,300,62.0,18.38,85.7,75.62,66.65,20.11,64.29,54.09,60.61,données du projet,62.43,61.38,50.06,77.56,45.71,57.956666666666656,62.01333333333333,63.66,58.91,58.91
EX23_Mahdia_2018_03,Mahdia,Mahdia,Centre-Est,2018,3,2018-03-15,35.535001,11.032882,684300.99,3934275.96,300,62.0,21.83,55.18,70.9,61.82,50.48,67.03,53.04,60.22,données du projet,60.61,62.43,61.38,61.24,49.47,61.47333333333332,59.18833333333333,43.3,60.66,60.66
EX23_Mahdia_2018_04,Mahdia,Mahdia,Centre-Est,2018,4,2018-04-15,35.540092,11.006962,681939.33,3934792.58,300,62.0,22.52,45.55,70.73,55.66,53.33,63.31,49.65,51.54,données du projet,60.22,60.61,62.43,59.41,47.2,61.08666666666665,59.01833333333334,55.01,71.08,71.08
EX23_Mahdia_2018_05,Mahdia,Mahdia,Centre-Est,2018,5,2018-05-15,35.508038,11.06337,687128.04,3931342.46,300,62.0,27.43,44.27,58.09,47.35,53.8,83.93,47.56,52.0,données du projet,51.54,60.22,60.61,50.06,55.48,57.45666666666665,57.706666666666656,92.26,80.96,80.96
EX23_Mahdia_2018_06,Mahdia,Mahdia,Centre-Est,2018,6,2018-06-15,35.466267,11.07415,688203.27,3926729.4,300,62.0,33.22,6.82,56.06,54.2,89.45,78.79,93.02,79.39,données du projet,52.0,51.54,60.22,61.38,69.22,54.586666666666666,58.029999999999994,82.7,81.64,81.64
EX23_Mahdia_2018_07,Mahdia,Mahdia,Centre-Est,2018,7,2018-07-15,35.489377,11.045281,685530.29,3929238.26,300,62.0,34.19,8.66,50.51,39.61,98.67,83.01,82.12,82.96,données du projet,79.39,52.0,51.54,62.43,72.41,60.97666666666666,61.03166666666666,96.03,76.13,76.13
EX23_Mahdia_2018_08,Mahdia,Mahdia,Centre-Est,2018,8,2018-08-15,35.540082,11.109149,691204.31,3934984.95,300,62.0,34.21,16.02,52.09,33.42,79.88,80.86,75.61,80.84,données du projet,82.96,79.39,52.0,60.61,77.56,71.44999999999999,64.45333333333333,75.36,68.33,68.33
EX23_Mahdia_2018_09,Mahdia,Mahdia,Centre-Est,2018,9,2018-09-15,35.514848,11.034029,684451.14,3932042.58,300,62.0,28.44,34.52,62.22,48.32,72.71,78.59,77.71,79.72,données du projet,80.84,82.96,79.39,60.22,61.24,81.06333333333333,67.825,61.54,58.09,58.09
EX23_Mahdia_2018_10,Mahdia,Mahdia,Centre-Est,2018,10,2018-10-15,35.498069,11.035758,684646.4,3930184.52,300,62.0,23.51,53.05,69.66,51.31,44.82,67.97,60.03,67.9,données du projet,79.72,80.84,82.96,51.54,59.41,81.17333333333333,71.075,62.38,51.63,51.63
EX23_Mahdia_2018_11,Mahdia,Mahdia,Centre-Est,2018,11,2018-11-15,35.514039,11.055192,686372.43,3931992.68,300,62.0,19.52,71.52,79.37,61.42,37.98,48.87,47.06,56.51,données du projet,67.9,79.72,80.84,52.0,50.06,76.15333333333332,73.80166666666666,43.17,50.19,50.19
EX23_Mahdia_2018_12,Mahdia,Mahdia,Centre-Est,2018,12,2018-12-15,35.469094,11.069952,687815.67,3927034.93,300,62.0,17.14,69.62,83.42,71.8,25.15,68.68,40.72,43.81,données du projet,56.51,67.9,79.72,79.39,61.38,68.04333333333332,74.55333333333333,54.64,58.98,58.98
EX23_Mahdia_2019_01,Mahdia,Mahdia,Centre-Est,2019,1,2019-01-15,35.549828,11.066203,687287.81,3935983.63,300,62.0,13.07,77.42,79.22,75.33,17.02,70.73,59.11,53.17,données du projet,43.81,56.51,67.9,82.96,62.43,56.07333333333332,68.62333333333332,56.25,57.72,57.72
EX23_Mahdia_2019_02,Mahdia,Mahdia,Centre-Est,2019,2,2019-02-15,35.514181,11.094828,689966.95,3932084.09,300,62.0,14.88,78.51,79.85,74.28,16.41,66.45,50.76,53.01,données du projet,53.17,43.81,56.51,80.84,60.61,51.16333333333333,63.65833333333333,61.94,59.01,59.01
EX23_Mahdia_2019_03,Mahdia,Mahdia,Centre-Est,2019,3,2019-03-15,35.479645,11.110342,691455.96,3928282.99,300,62.0,21.26,76.55,68.08,61.21,35.0,69.2,58.07,53.71,données du projet,53.01,53.17,43.81,79.72,60.22,49.99666666666666,59.02,71.4,65.67,65.67
EX23_Mahdia_2019_04,Mahdia,Mahdia,Centre-Est,2019,4,2019-04-15,35.482071,11.044839,685506.99,3928427.02,300,62.0,26.39,47.22,72.81,57.74,43.78,75.9,61.15,57.49,données du projet,53.71,53.01,53.17,67.9,51.54,53.29666666666666,54.685,68.35,70.83,70.83
EX23_Mahdia_2019_05,Mahdia,Mahdia,Centre-Est,2019,5,2019-05-15,35.467362,11.080623,688788.09,3926863.15,300,62.0,28.77,34.34,55.51,59.7,70.53,80.17,62.96,57.11,données du projet,57.49,53.71,53.01,56.51,52.0,54.73666666666666,52.95000000000001,84.78,78.45,78.45
EX23_Mahdia_2019_06,Mahdia,Mahdia,Centre-Est,2019,6,2019-06-15,35.554938,11.06166,686864.09,3936541.85,300,62.0,32.16,28.41,49.89,34.93,78.01,89.21,85.31,77.32,données du projet,57.11,57.49,53.71,43.81,79.39,56.103333333333325,53.04999999999999,73.48,75.65,75.65
EX23_Mahdia_2019_07,Mahdia,Mahdia,Centre-Est,2019,7,2019-07-15,35.478367,10.988271,680382.72,3927911.22,300,62.0,34.21,13.78,44.84,46.75,94.09,87.03,81.77,76.32,données du projet,77.32,57.11,57.49,53.17,82.96,63.97333333333332,58.63499999999999,91.54,64.35,64.35
EX23_Mahdia_2019_08,Mahdia,Mahdia,Centre-Est,2019,8,2019-08-15,35.450948,11.067536,687638.57,3925017.47,300,62.0,31.23,0.0,53.82,44.28,84.17,82.78,87.2,87.26,données du projet,76.32,77.32,57.11,53.01,80.84,70.24999999999999,62.49333333333333,69.07,55.42,55.42
EX23_Mahdia_2019_09,Mahdia,Mahdia,Centre-Est,2019,9,2019-09-15,35.498348,11.077949,688473.07,3930295.32,300,62.0,26.75,31.69,51.48,54.71,79.08,75.81,51.02,59.52,données du projet,87.26,76.32,77.32,53.71,79.72,80.3,68.20166666666665,61.33,55.41,55.41
EX23_Mahdia_2019_10,Mahdia,Mahdia,Centre-Est,2019,10,2019-10-15,35.553078,11.131342,693185.32,3936469.9,300,62.0,24.11,43.82,62.36,59.67,51.91,60.47,51.39,52.14,données du projet,59.52,87.26,76.32,57.49,67.9,74.36666666666666,69.17,68.21,53.71,53.71
EX23_Mahdia_2019_11,Mahdia,Mahdia,Centre-Est,2019,11,2019-11-15,35.506973,11.041947,685187.36,3931183.87,300,62.0,18.9,93.43,80.59,72.7,26.41,79.38,52.39,48.73,données du projet,52.14,59.52,87.26,57.11,56.51,66.30666666666666,68.27833333333332,40.76,47.85,47.85
EX23_Mahdia_2019_12,Mahdia,Mahdia,Centre-Est,2019,12,2019-12-15,35.535887,11.021947,683307.53,3934353.88,300,62.0,15.11,106.67,94.36,69.03,27.05,72.38,53.27,53.92,données du projet,48.73,52.14,59.52,77.32,43.81,53.46333333333333,66.88166666666666,44.51,47.09,47.09
EX23_Mahdia_2020_01,Mahdia,Mahdia,Centre-Est,2020,1,2020-01-15,35.472618,11.068672,687691.37,3927423.49,300,62.0,14.45,98.99,78.01,80.75,14.96,58.95,46.7,47.68,données du projet,53.92,48.73,52.14,76.32,53.17,51.59666666666666,62.98166666666666,45.58,50.0,50.0
EX23_Mahdia_2020_02,Mahdia,Mahdia,Centre-Est,2020,2,2020-02-15,35.464819,11.035938,684738.82,3926496.55,300,62.0,15.83,97.6,85.83,66.68,32.91,70.17,56.17,52.24,données du projet,47.68,53.92,48.73,87.26,53.01,50.10999999999999,58.20833333333332,46.27,56.31,56.31
EX23_Mahdia_2020_03,Mahdia,Mahdia,Centre-Est,2020,3,2020-03-15,35.508892,11.054552,686326.24,3931420.48,300,62.0,23.09,74.1,70.87,64.43,23.69,71.36,45.61,45.92,données du projet,52.24,47.68,53.92,59.52,53.71,51.279999999999994,52.37166666666666,30.04,57.85,57.85
EX23_Mahdia_2020_04,Mahdia,Mahdia,Centre-Est,2020,4,2020-04-15,35.507825,11.088543,689411.83,3931366.91,300,62.0,24.24,63.06,71.43,44.75,60.37,64.96,55.68,52.06,données du projet,45.92,52.24,47.68,52.14,57.49,48.61333333333332,50.105,57.74,64.26,64.26
EX23_Mahdia_2020_05,Mahdia,Mahdia,Centre-Est,2020,5,2020-05-15,35.510106,11.051729,686067.42,3931549.82,300,62.0,28.98,55.61,62.67,48.89,63.1,79.79,56.63,55.21,données du projet,52.06,45.92,52.24,48.73,57.11,50.07333333333332,50.09166666666666,61.83,68.82,68.82
EX23_Mahdia_2020_06,Mahdia,Mahdia,Centre-Est,2020,6,2020-06-15,35.509092,11.090652,689600.12,3931511.53,300,62.0,35.45,11.38,55.42,50.69,80.11,75.45,68.74,63.01,données du projet,55.21,52.06,45.92,53.92,77.32,51.063333333333325,51.17166666666666,74.34,69.58,69.58
EX23_Mahdia_2020_07,Mahdia,Mahdia,Centre-Est,2020,7,2020-07-15,35.483855,11.074561,688199.57,3928681.17,300,62.0,34.05,1.03,49.54,46.11,100.0,82.08,77.8,71.59,données du projet,63.01,55.21,52.06,47.68,76.32,56.75999999999999,52.68666666666667,85.97,67.01,67.01
EX23_Mahdia_2020_08,Mahdia,Mahdia,Centre-Est,2020,8,2020-08-15,35.562215,11.048657,685668.63,3937324.48,300,62.0,32.59,21.14,57.48,39.48,92.99,81.11,81.32,78.92,données du projet,71.59,63.01,55.21,52.24,87.26,63.26999999999999,56.67166666666666,57.64,61.87,61.87
EX23_Mahdia_2020_09,Mahdia,Mahdia,Centre-Est,2020,9,2020-09-15,35.49845,11.041804,685194.0,3930238.2,300,62.0,29.51,43.86,56.15,51.85,63.54,86.05,61.12,66.4,données du projet,78.92,71.59,63.01,45.92,59.52,71.17333333333333,61.11833333333333,54.42,52.22,52.22
EX23_Mahdia_2020_10,Mahdia,Mahdia,Centre-Est,2020,10,2020-10-15,35.480416,11.052639,686218.49,3928258.06,300,62.0,22.95,46.57,66.96,61.73,56.57,71.27,61.35,63.56,données du projet,66.4,78.92,71.59,52.06,52.14,72.30333333333333,64.53166666666667,67.86,47.66,47.66
EX23_Mahdia_2020_11,Mahdia,Mahdia,Centre-Est,2020,11,2020-11-15,35.500277,11.068012,687567.16,3930490.35,300,62.0,19.95,81.4,73.48,68.83,36.97,79.7,46.78,52.99,données du projet,63.56,66.4,78.92,55.21,48.73,69.62666666666667,66.44833333333334,56.08,44.89,44.89
EX23_Mahdia_2020_12,Mahdia,Mahdia,Centre-Est,2020,12,2020-12-15,35.505722,11.058977,686734.91,3931077.19,300,62.0,14.83,79.88,82.92,69.69,21.55,75.73,47.28,50.21,données du projet,52.99,63.56,66.4,63.01,53.92,60.98333333333332,66.07833333333333,42.47,44.06,44.06
EX23_Mahdia_2021_01,Mahdia,Mahdia,Centre-Est,2021,1,2021-01-15,35.511612,11.07181,687885.25,3931755.01,300,62.0,16.44,81.72,80.6,74.2,16.96,73.59,39.7,41.37,données du projet,50.21,52.99,63.56,71.59,47.68,55.586666666666666,63.94499999999999,50.59,52.62,52.62
EX23_Mahdia_2021_02,Mahdia,Mahdia,Centre-Est,2021,2,2021-02-15,35.440488,11.056248,686638.15,3923835.71,300,62.0,18.02,83.0,76.4,72.71,24.64,58.02,52.66,48.42,données du projet,41.37,50.21,52.99,78.92,52.24,48.18999999999999,58.90833333333333,47.34,51.54,51.54
EX23_Mahdia_2021_03,Mahdia,Mahdia,Centre-Est,2021,3,2021-03-15,35.454941,11.011926,682582.0,3925356.1,300,62.0,17.96,67.36,76.13,61.18,37.12,63.94,54.32,51.56,données du projet,48.42,41.37,50.21,66.4,45.92,46.66666666666666,53.824999999999996,28.02,59.91,59.91
EX23_Mahdia_2021_04,Mahdia,Mahdia,Centre-Est,2021,4,2021-04-15,35.568738,11.019678,683027.08,3937993.77,300,62.0,24.39,51.03,69.77,62.58,52.23,83.46,56.22,54.73,données du projet,51.56,48.42,41.37,63.56,52.06,47.11666666666665,51.35166666666666,50.95,71.85,71.85
EX23_Mahdia_2021_05,Mahdia,Mahdia,Centre-Est,2021,5,2021-05-15,35.531981,11.05691,686486.68,3933986.18,300,62.0,25.61,37.61,65.66,54.24,70.16,72.54,52.45,53.05,données du projet,54.73,51.56,48.42,52.99,55.21,51.56999999999999,49.879999999999995,58.93,74.97,74.97
EX23_Mahdia_2021_06,Mahdia,Mahdia,Centre-Est,2021,6,2021-06-15,35.475213,11.073765,688147.5,3927720.94,300,62.0,31.08,18.45,54.67,39.76,80.31,80.96,77.19,67.86,données du projet,53.05,54.73,51.56,50.21,63.01,53.11333333333332,49.88999999999999,79.33,76.95,76.95
EX23_Mahdia_2021_07,Mahdia,Mahdia,Centre-Est,2021,7,2021-07-15,35.513606,11.060832,686884.94,3931955.25,300,62.0,36.03,30.58,54.62,43.42,95.54,93.14,93.71,85.77,données du projet,67.86,53.05,54.73,41.37,71.59,58.54666666666666,52.83166666666667,70.77,71.79,71.79
EX23_Mahdia_2021_08,Mahdia,Mahdia,Centre-Est,2021,8,2021-08-15,35.497837,11.112527,691611.01,3930305.23,300,62.0,33.92,1.52,56.68,37.79,84.6,85.44,70.7,73.81,données du projet,85.77,67.86,53.05,48.42,78.92,68.89333333333332,60.23166666666666,77.84,66.5,66.5
EX23_Mahdia_2021_09,Mahdia,Mahdia,Centre-Est,2021,9,2021-09-15,35.496696,11.036953,684757.9,3930034.47,300,62.0,28.14,33.59,59.46,41.38,60.84,89.57,76.44,74.56,données du projet,73.81,85.77,67.86,51.56,66.4,75.81333333333332,64.46333333333332,59.37,65.18,65.18
EX23_Mahdia_2021_10,Mahdia,Mahdia,Centre-Est,2021,10,2021-10-15,35.48385,11.047656,685758.43,3928629.63,300,62.0,24.34,50.15,72.97,53.71,36.08,76.43,58.32,65.25,données du projet,74.56,73.81,85.77,54.73,63.56,78.04666666666667,68.29666666666667,63.36,54.98,54.98
EX23_Mahdia_2021_11,Mahdia,Mahdia,Centre-Est,2021,11,2021-11-15,35.529945,11.024163,683521.93,3933698.87,300,62.0,17.77,87.57,80.75,65.45,17.93,65.43,51.09,57.17,données du projet,65.25,74.56,73.81,53.05,52.99,71.20666666666666,70.05,53.16,53.54,53.54
EX23_Mahdia_2021_12,Mahdia,Mahdia,Centre-Est,2021,12,2021-12-15,35.491349,11.017526,683007.73,3929405.14,300,62.0,15.57,73.8,81.04,65.86,17.34,80.81,56.53,58.52,données du projet,57.17,65.25,74.56,67.86,50.21,65.66,70.73666666666666,52.93,46.13,46.13
EX23_Mahdia_2022_01,Mahdia,Mahdia,Centre-Est,2022,1,2022-01-15,35.501736,11.061854,687005.13,3930640.54,300,62.0,13.4,100.79,82.06,68.88,19.33,67.86,57.77,54.92,données du projet,58.52,57.17,65.25,85.77,41.37,60.313333333333325,69.17999999999999,47.19,48.43,48.43
EX23_Mahdia_2022_02,Mahdia,Mahdia,Centre-Est,2022,2,2022-02-15,35.536926,11.103776,690724.61,3934624.46,300,62.0,17.26,72.04,74.67,71.5,15.85,69.37,41.17,43.8,données du projet,54.92,58.52,57.17,73.81,48.42,56.87,64.03833333333334,44.2,52.57,52.57
EX23_Mahdia_2022_03,Mahdia,Mahdia,Centre-Est,2022,3,2022-03-15,35.547292,11.047733,685619.25,3935667.26,300,62.0,18.47,58.01,72.4,56.01,53.62,82.24,56.15,51.59,données du projet,43.8,54.92,58.52,74.56,51.56,52.41333333333333,59.03666666666667,42.13,62.6,62.6
EX23_Mahdia_2022_04,Mahdia,Mahdia,Centre-Est,2022,4,2022-04-15,35.497829,11.071114,687854.24,3930224.76,300,62.0,23.27,98.38,68.18,60.72,48.51,70.01,50.88,52.53,données du projet,51.59,43.8,54.92,65.25,54.73,50.103333333333325,55.208333333333336,53.92,65.12,65.12
EX23_Mahdia_2022_05,Mahdia,Mahdia,Centre-Est,2022,5,2022-05-15,35.481557,11.098118,690342.29,3928471.49,300,62.0,28.58,32.67,58.16,53.69,66.83,83.01,51.96,50.79,données du projet,52.53,51.59,43.8,57.17,53.05,49.306666666666665,53.08833333333334,83.57,74.56,74.56
EX23_Mahdia_2022_06,Mahdia,Mahdia,Centre-Est,2022,6,2022-06-15,35.466227,11.0498,685993.6,3926678.76,300,62.0,32.2,10.85,55.91,44.05,91.66,87.46,93.89,82.79,données du projet,50.79,52.53,51.59,58.52,67.86,51.636666666666656,52.025,55.52,68.01,68.01
EX23_Mahdia_2022_07,Mahdia,Mahdia,Centre-Est,2022,7,2022-07-15,35.471892,11.044159,685468.64,3927296.58,300,62.0,35.3,9.33,49.14,43.29,94.27,79.6,71.94,71.11,données du projet,82.79,50.79,52.53,54.92,85.77,62.036666666666655,56.06999999999999,55.04,62.85,62.85
EX23_Mahdia_2022_08,Mahdia,Mahdia,Centre-Est,2022,8,2022-08-15,35.487439,11.075713,688295.67,3929080.91,300,62.0,35.43,48.55,56.95,47.59,80.85,93.24,56.94,61.26,données du projet,71.11,82.79,50.79,43.8,73.81,68.22999999999999,58.768333333333324,80.67,66.89,66.89
EX23_Mahdia_2022_09,Mahdia,Mahdia,Centre-Est,2022,9,2022-09-15,35.478691,11.025573,683766.61,3928016.0,300,62.0,27.96,41.08,58.43,46.48,58.53,86.81,72.38,67.08,données du projet,61.26,71.11,82.79,51.59,74.56,71.71999999999998,61.678333333333335,43.71,59.93,59.93
EX23_Mahdia_2022_10,Mahdia,Mahdia,Centre-Est,2022,10,2022-10-15,35.527627,11.074473,688089.4,3933536.59,300,62.0,21.27,58.0,74.83,52.93,35.92,76.72,54.36,58.83,données du projet,67.08,61.26,71.11,52.53,65.25,66.48333333333332,64.25999999999999,51.7,63.03,63.03
EX23_Mahdia_2022_11,Mahdia,Mahdia,Centre-Est,2022,11,2022-11-15,35.494848,11.007175,682060.8,3929774.07,300,62.0,18.59,84.16,81.69,63.4,22.68,75.11,65.64,61.37,données du projet,58.83,67.08,61.26,50.79,57.17,62.389999999999986,65.31,65.17,59.72,59.72
EX23_Mahdia_2022_12,Mahdia,Mahdia,Centre-Est,2022,12,2022-12-15,35.462883,11.084901,689186.82,3926374.48,300,62.0,15.73,66.14,80.28,78.5,20.39,72.6,64.63,66.19,données du projet,61.37,58.83,67.08,82.79,58.52,62.426666666666655,67.07333333333334,50.54,55.46,55.46
EX23_Mahdia_2023_01,Mahdia,Mahdia,Centre-Est,2023,1,2023-01-15,35.53337,11.090305,689511.56,3934203.99,300,62.0,18.74,101.5,76.14,64.92,21.99,72.02,46.2,56.09,données du projet,66.19,61.37,58.83,71.11,54.92,62.12999999999999,64.30666666666666,61.92,50.48,50.48
EX23_Mahdia_2023_02,Mahdia,Mahdia,Centre-Est,2023,2,2023-02-15,35.516913,10.984171,679924.66,3932179.56,300,62.0,14.91,93.54,76.33,77.27,24.96,68.15,59.04,58.17,données du projet,56.09,66.19,61.37,61.26,43.8,61.21666666666666,61.80333333333332,42.74,48.63,48.63
EX23_Mahdia_2023_03,Mahdia,Mahdia,Centre-Est,2023,3,2023-03-15,35.487581,11.105251,690975.28,3929153.45,300,62.0,22.79,51.74,69.35,73.13,42.07,84.88,47.62,50.87,données du projet,58.17,56.09,66.19,67.08,51.59,60.149999999999984,61.28833333333333,52.02,60.32,60.32
EX23_Mahdia_2023_04,Mahdia,Mahdia,Centre-Est,2023,4,2023-04-15,35.494425,11.04705,685679.13,3929801.49,300,62.0,22.0,55.11,65.64,50.82,50.59,74.92,42.81,45.43,données du projet,50.87,58.17,56.09,58.83,52.53,55.04333333333332,58.586666666666666,60.2,66.14,66.14
EX23_Mahdia_2023_05,Mahdia,Mahdia,Centre-Est,2023,5,2023-05-15,35.478845,11.042449,685297.5,3928064.65,300,62.0,27.46,32.71,63.58,49.92,67.2,87.49,72.9,64.17,données du projet,45.43,50.87,58.17,61.37,50.79,51.48999999999999,56.35333333333333,67.46,72.2,72.2
EX23_Mahdia_2023_06,Mahdia,Mahdia,Centre-Est,2023,6,2023-06-15,35.434856,11.034364,684664.45,3923169.85,300,62.0,31.32,27.03,50.75,41.04,79.03,77.69,72.42,65.94,données du projet,64.17,45.43,50.87,66.19,82.79,53.48999999999999,56.81999999999999,87.44,69.1,69.1
EX23_Mahdia_2023_07,Mahdia,Mahdia,Centre-Est,2023,7,2023-07-15,35.510185,11.028891,683995.83,3931515.78,300,62.0,35.02,2.26,57.23,33.25,93.72,85.88,62.63,64.52,données du projet,65.94,64.17,45.43,56.09,71.11,58.51333333333332,56.77833333333333,62.73,68.14,68.14
EX23_Mahdia_2023_08,Mahdia,Mahdia,Centre-Est,2023,8,2023-08-15,35.451489,11.053887,686398.44,3925051.58,300,62.0,36.83,12.73,47.13,32.79,99.3,83.97,80.14,76.63,données du projet,64.52,65.94,64.17,58.17,61.26,64.87666666666665,58.183333333333316,69.41,57.58,57.58
EX23_Mahdia_2023_09,Mahdia,Mahdia,Centre-Est,2023,9,2023-09-15,35.474666,11.031922,684351.83,3927581.37,300,62.0,30.51,43.77,61.5,47.36,72.99,77.52,64.85,71.45,données du projet,76.63,64.52,65.94,50.87,67.08,69.02999999999999,61.25999999999999,56.38,47.58,47.58
EX23_Mahdia_2023_10,Mahdia,Mahdia,Centre-Est,2023,10,2023-10-15,35.534575,11.065057,687219.42,3934289.42,300,62.0,23.5,44.67,71.24,60.12,47.47,68.33,58.33,59.25,données du projet,71.45,76.63,64.52,45.43,58.83,70.86666666666666,64.69,46.04,51.65,51.65
EX23_Mahdia_2023_11,Mahdia,Mahdia,Centre-Est,2023,11,2023-11-15,35.510551,11.026403,683769.32,3931551.68,300,62.0,19.05,79.36,67.31,66.45,31.49,66.63,38.39,45.56,données du projet,59.25,71.45,76.63,64.17,61.37,69.11,66.99333333333333,61.58,50.92,50.92
EX23_Mahdia_2023_12,Mahdia,Mahdia,Centre-Est,2023,12,2023-12-15,35.481894,11.086016,689243.46,3928485.55,300,62.0,16.21,87.43,86.07,70.18,9.75,72.25,44.49,44.39,données du projet,45.56,59.25,71.45,65.94,66.19,58.75333333333333,63.89166666666666,28.73,53.66,53.66
